Título;Cód. empresa;Empresa;Documento;Nº documento;Data emissão;Cód. cliente;Cliente;Origem;Inadimplente;SPC;Serasa;Subjudice;Taxa administrativa;Seguro;Valor a receber;Valor baixado;Valor líquido;Valor total;Observação
455;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;310;17/09/2021;74;MUNICIPIO DE BATURITÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.108,88;R$ 8.108,88;R$ 8.108,88;UBS JARDINS
459;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;584;17/09/2021;55;MUNICÍPIO DE MARACANAÚ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 108.325,56;R$ 108.325,56;R$ 108.325,56;REFERENTE A PAGAMENTO DA 1ª MEDIÇÃO DA CONSTRUÇÃO DE UM CENTRO DE EDUCAÇÃO INFANTIL-CEI. PADRÃO IV, NO MUNICÍPIO DE MARACANAÚ-CE. RELATIVO AO PERÍODO DE 21/07/2021- 20/08/2021. CONFORME CONTRATO 552021.
484;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;311;17/09/2021;74;MUNICIPIO DE BATURITÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 25.283,38;R$ 25.283,38;R$ 25.283,38;GABINETE
475;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;313;21/09/2021;74;MUNICIPIO DE BATURITÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 84.735,01;R$ 84.735,01;R$ 84.735,01;ESCOLA MUN ESTEVÃO ALVES DA ROCHA
476;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;314;21/09/2021;74;MUNICIPIO DE BATURITÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 24.961,74;R$ 24.961,74;R$ 24.961,74;ESCOLA MUN CRISTO REI
477;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;316;23/09/2021;74;MUNICIPIO DE BATURITÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 24.658,91;R$ 24.658,91;R$ 24.658,91;ESCOLA MONSENHOR MANOEL CANDIDO
478;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;317;23/09/2021;74;MUNICIPIO DE BATURITÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 44.133,87;R$ 44.133,87;R$ 44.133,87;ESCOLA EVANDRO VASCONCELOS
479;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;322;29/09/2021;74;MUNICIPIO DE BATURITÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 35.819,02;R$ 35.819,02;R$ 35.819,02;ESCOLA BETEL
480;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;324;29/09/2021;74;MUNICIPIO DE BATURITÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 12.493,35;R$ 12.493,35;R$ 12.493,35;ESCOLA MARIA LEIDIANE
481;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;326;29/09/2021;74;MUNICIPIO DE BATURITÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 19.562,00;R$ 19.562,00;R$ 19.562,00;ESCOLA DIOMENDES MARINHO
482;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;323;29/09/2021;74;MUNICIPIO DE BATURITÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 24.323,98;R$ 24.323,98;R$ 24.323,98;ESCOLA ANEXO
483;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;321;29/09/2021;78;PREFEITURA MUNICIPAL DE PARACURU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 127.470,65;R$ 127.470,65;R$ 127.470,65;RAIO
460;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;586;30/09/2021;29;MUNICÍPIO DE ITAITINGA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 78.028,93;R$ 78.028,93;R$ 78.028,93;REFERENTE A 2° MEDIÇÃO DA PAVIMENTAÇÃO EM PEDRA TOSCA E CONSTRUÇÃO DE PASSEIO EM DIVERSAS RUAS DO BAIRRO GERERAÚ MUNICÍPIO DE ITAITINGA/CE, CONFORME PT 1054163-56 JUNTO A SECRETARIA DE INFRAESTRUTURA, EMPENHO N° 27.09.0001 E CONTRATO N° 2509.02/2019/TP.
461;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;587;04/10/2021;55;MUNICÍPIO DE MARACANAÚ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 280.535,16;R$ 280.535,16;R$ 280.535,16;REFERENTE A PAGAMENTO DA 2ª MEDIÇÃO DA CONSTRUÇÃO DE UM CENTRO DE EDUCAÇÃO INFANTIL-CEI. PADRÃO IV, NO MUNICÍPIO DE MARACANAÚ-CE. RELATIVO AO PERÍODO DE 21/08/2021- 20/09/2021. CONFORME CONTRATO 552021.
462;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;588;04/10/2021;24;MUNICIPIO DE MORRINHOS;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 19.520,26;R$ 19.520,26;R$ 19.520,26;2ª MEDIÇÃO - OBJETO: EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO DE 04 (QUATRO) PRAÇAS PÚBLICAS NO BAIRRO CENTRO SEDE DO MUNICÍPIO E NAS LOCALIDADES DE CURRALINHO, JUNCO MANSO I E BOM PRINCÍPIO, JUNTO A SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE MORRINHOS/CE. CONTRATO Nº 20200435. TOMADA DE PREÇOS Nº 2020.09.04.001.
519;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;DEP;01;04/10/2021;81;MUNICIPIO DE SENADOR POMPEU - SECRETARIA DE EDUCAÇÃO, CULTURA E DESPORTO;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 17.000,00;R$ 17.000,00;R$ 17.000,00;A
463;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;621;05/10/2021;50;PREFEITURA MUNICIPAL DE ORÓS;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 79.166,68;R$ 79.166,68;R$ 79.166,68;MEDIÇÃO - REFERENTE A 5,79% DO QUINTO ADITIVO DE REAJUSTE CONTRATUAL DOS VALORES MEDIDOS, DE ACORDO COM A LEI 8.666 DO OBJETO: CONTRATAÇÃO DA PRESTAÇÃO DE SERVIÇOS DE AMPLIAÇÃO DO HOSPITAL E MATERNIDADE LUZIA TEODORO DA COSTA NO MUNICÍPIO DE ORÓS/CE. CONTRATO Nº 2019.08.30.01-01.
464;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;590;05/10/2021;9;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.278,40;R$ 2.278,40;R$ 2.278,40;"3ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS - CAMPUS BOA VIAGEM.""SERVIÇO EXECUÇÃO EMERGÊNCIAL"" CONTRATO Nº 06/2019."
465;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;593;05/10/2021;64;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARA - CAMPUS ACOPIARA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.461,27;R$ 6.461,27;R$ 6.461,27;"2ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS - CAMPUS ACOPIARA. ""SERVIÇO EXECUÇÃO PREVENTIVA"" CONTRATO Nº 54/2019."
466;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;594;05/10/2021;38;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.186,51;R$ 6.186,51;R$ 6.186,51;"6ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS - CAMPUS UBAJARA. ""SERVIÇO EXECUÇÃO PREVENTIVA"" CONTRATO Nº 11/2019."
467;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;595;06/10/2021;47;PREFEITURA MUNICIPAL DE CAMOCIM;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 145.930,07;R$ 145.930,07;R$ 145.930,07;2ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE CONCLUSÃO DE CRECHE PROINFÂNCIA - TIPO 1 NO MUNICÍPIO DE CAMOCIM/CE. CONTRATO N° CP. 2019.09.23.001. CONCORRÊNCIA PÚBLICA N° 2019.09.23.001.
486;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;596;07/10/2021;55;MUNICÍPIO DE MARACANAÚ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 246.801,54;R$ 246.801,54;R$ 246.801,54;REPASSE DA 10ª MEDIÇÃO DOS SERVIÇOS DE REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE DO HOSPITAL MUNICIPAL DR. JOÃO ELÍSIO DE HOLANDA, MUNICÍPIO DE MARACANAÚ, CORRESPONDENTE AO PT 0375348-16 DA CAIXA ECONÔMICA FEDERAL, CONVÊNIO N.º 768783, DO MINISTÉRIO DA SAÚDE.
488;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;597;07/10/2021;55;MUNICÍPIO DE MARACANAÚ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 246.801,54;R$ 246.801,54;R$ 246.801,54;A CONTRAPARTIDA DA 10ª MEDIÇÃO DOS SERVIÇOS DE REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE DO HOSPITAL MUNICIPAL DR. JOÃO ELÍSIO DE HOLANDA, MUNICÍPIO DE MARACANAÚ, CORRESPONDENTE AO PT 0375348-16 DA CAIXA ECONÔMICA FEDERAL, CONVÊNIO N.º 768783, DO MINISTÉRIO DA SAÚDE.
489;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;598;18/10/2021;73;MUNICÍPIO DE GRANJEIRO;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 153.988,93;R$ 153.988,93;R$ 153.988,93;5ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇOS DE ENGENHARIA PARA EXECUÇÃO DAS OBRAS DE REFORMA DA PRAÇA DA MATRIZ DE GRANJEIRO, CONFORME CONVENIO Nº 050/CIDADES/2019 FIRMADO COM O GOVERNO DO ESTADO DO CEARÁ E O MUNICÍPIO DE GRANJEIRO/CE. CONTRATO N° 2021.04.30.1
490;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;599;18/10/2021;73;MUNICÍPIO DE GRANJEIRO;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 33.645,48;R$ 33.645,48;R$ 33.645,48;1ª MEDIÇÃO ADITIVO CONTRATUAL - OBJETO: CONTRATAÇÃO DE SERVIÇOS DE ENGENHARIA PARA EXECUÇÃO DAS OBRAS DE REFORMA DA PRAÇA DA MATRIZ DE GRANJEIRO, CONFORME CONVENIO Nº 050/CIDADES/2019 FIRMADO COM O GOVERNO DO ESTADO DO CEARÁ E O MUNICÍPIO DE GRANJEIRO/CE.CONTRATO N° 2021.04.30.1
485;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;337;19/10/2021;78;PREFEITURA MUNICIPAL DE PARACURU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 80.696,76;R$ 80.696,76;R$ 80.696,76;CALÇADÃO
539;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;345;28/10/2021;78;PREFEITURA MUNICIPAL DE PARACURU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 116.787,44;R$ 116.787,44;R$ 116.787,44;QUADRA - HENRIQUE BRAGA
491;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;600;18/11/2021;77;SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 250.012,56;R$ 250.012,56;R$ 250.012,56;REFERENTE A PAGAMENTO DA 3ª MEDIÇÃO DA CONSTRUÇÃO DE UM CENTRO DE EDUCAÇÃO INFANTIL-CEI. PADRÃO IV, NO MUNICÍPIO DE MARACANAÚ-CE. RELATIVO AO PERÍODO DE 21/09/2021- 20/10/2021. CONFORME CONTRATO 552021.
492;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;601;22/11/2021;24;MUNICIPIO DE MORRINHOS;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 122.324,44;R$ 122.324,44;R$ 122.324,44;3ª MEDIÇÃO - OBJETO: EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO DE 04 (QUATRO) PRAÇAS PÚBLICAS NO BAIRRO CENTRO SEDE DO MUNICÍPIO E NAS LOCALIDADES DE CURRALINHO, JUNCO MANSO I E BOM PRINCÍPIO, JUNTO A SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE MORRINHOS/CE. CONTRATO Nº 20200435. TOMADA DE PREÇOS Nº 2020.09.04.001.
543;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;363;22/11/2021;78;PREFEITURA MUNICIPAL DE PARACURU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 96.631,59;R$ 96.631,59;R$ 96.631,59;CALÇADÃO
544;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;364;22/11/2021;78;PREFEITURA MUNICIPAL DE PARACURU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 48.040,53;R$ 48.040,53;R$ 48.040,53;CALÇADÃO
493;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;602;24/11/2021;73;MUNICÍPIO DE GRANJEIRO;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 29.042,56;R$ 29.042,56;R$ 29.042,56;2ª MEDIÇÃO ADITIVO CONTRATUAL - OBJETO: CONTRATAÇÃO DE SERVIÇOS DE ENGENHARIA PARA EXECUÇÃO DAS OBRAS DE REFORMA DA PRAÇA DA MATRIZ DE GRANJEIRO, CONFORME CONVENIO Nº 050/CIDADES/2019 FIRMADO COM O GOVERNO DO ESTADO DO CEARÁ E O MUNICÍPIO DE GRANJEIRO/CE. CONTRATO N° 2021.04.30.1
494;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;603;24/11/2021;73;MUNICÍPIO DE GRANJEIRO;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 29.630,50;R$ 29.630,50;R$ 29.630,50;3ª MEDIÇÃO ADITIVO CONTRATUAL - OBJETO: CONTRATAÇÃO DE SERVIÇOS DE ENGENHARIA PARA EXECUÇÃO DAS OBRAS DE REFORMA DA PRAÇA DA MATRIZ DE GRANJEIRO, CONFORME CONVENIO Nº 050/CIDADES/2019 FIRMADO COM O GOVERNO DO ESTADO DO CEARÁ E O MUNICÍPIO DE GRANJEIRO/CE. CONTRATO N° 2021.04.30.1
495;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;604;24/11/2021;73;MUNICÍPIO DE GRANJEIRO;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 23.059,86;R$ 23.059,86;R$ 23.059,86;4ª MEDIÇÃO ADITIVO CONTRATUAL - OBJETO: CONTRATAÇÃO DE SERVIÇOS DE ENGENHARIA PARA EXECUÇÃO DAS OBRAS DE REFORMA DA PRAÇA DA MATRIZ DE GRANJEIRO, CONFORME CONVENIO Nº 050/CIDADES/2019 FIRMADO COM O GOVERNO DO ESTADO DO CEARÁ E O MUNICÍPIO DE GRANJEIRO/CE. CONTRATO N° 2021.04.30.1
496;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;605;24/11/2021;80;PREFEITURA MUNICIPAL DE CAMPOS SALES - CE;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 117.862,51;R$ 117.862,51;R$ 117.862,51;1ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE UM ESPAÇO EDUCATIVO RURAL E URBANO - 6 SALAS DE AULA, PRÉ-OBRA 3187890, NA RUA LO-03, S/N LOTEAMENTO PORTAL DA CIDADE NO MUNICÍPIO DE CAMPOS SALES/CE. TOMADA DE PREÇOS - Nº 2021.07.06.40.TP.FME. CONTRATO N° 001-2021.07.06.40.TP.FME
540;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;369;24/11/2021;78;PREFEITURA MUNICIPAL DE PARACURU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 173.078,17;R$ 173.078,17;R$ 173.078,17;QUADRA - HENRIQUE BRAGA
497;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;607;25/11/2021;36;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.186,51;R$ 6.186,51;R$ 6.186,51;"4ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS - CAMPUS CAMOCIM. ""SERVIÇO EXECUÇÃO PREVENTIVA"" CONTRATO Nº 12/2019."
498;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;609;25/11/2021;16;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.147,41;R$ 6.147,41;R$ 6.147,41;"4ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS - CAMPUS ARACATI. ""SERVIÇO EXECUÇÃO PREVENTIVA"" CONTRATO Nº 09/2019."
499;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;610;25/11/2021;9;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.071,91;R$ 6.071,91;R$ 6.071,91;MEDIÇÃO REFERENTE AO REAJUSTE CONTRATUAL - PRIMEIRO APOSTILAMENTO AO CONTRATO Nº 06/2019 - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS - CAMPUS BOA VIAGEM.
500;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;611;30/11/2021;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.224,49;R$ 10.224,49;R$ 10.224,49;"6ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS - CAMPUS REITORIA. ""SERVIÇO EXECUÇÃO CORRETIVA"" CONTRATO Nº 55/2019."
501;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;612;30/11/2021;36;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.015,85;R$ 4.015,85;R$ 4.015,85;"5ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS - CAMPUS CAMOCIM. ""SERVIÇO EXECUÇÃO PREVENTIVA"" CONTRATO Nº 12/2019."
502;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;613;30/11/2021;73;MUNICÍPIO DE GRANJEIRO;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 151.748,08;R$ 151.748,08;R$ 151.748,08;1ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇOS DE ENGENHARIA PARA EXECUÇÃO DAS OBRAS DE URBANIZAÇÃO DO AÇUDE JUNCO NO MUNICÍPIO DE GRANJEIRO, CONFORME CONVENIO Nº 014/CIDADES/2021 FIRMADO COM O GOVERNO DO ESTADO DO CEARÁ E O MUNICÍPIO DE GRANJEIRO/CE. CONTRATO N° 2021.10.18.1
516;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;311;02/12/2021;74;MUNICIPIO DE BATURITÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 82.000,00;R$ 82.000,00;R$ 82.000,00;GABINETE
503;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;614;03/12/2021;73;MUNICÍPIO DE GRANJEIRO;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 154.178,52;R$ 154.178,52;R$ 154.178,52;2ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇOS DE ENGENHARIA PARA EXECUÇÃO DAS OBRAS DE URBANIZAÇÃO DO AÇUDE JUNCO NO MUNICÍPIO DE GRANJEIRO, CONFORME CONVENIO Nº 014/CIDADES/2021 FIRMADO COM O GOVERNO DO ESTADO DO CEARÁ E O MUNICÍPIO DE GRANJEIRO/CE. CONTRATO N° 2021.10.18.1
504;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;615;08/12/2021;55;MUNICÍPIO DE MARACANAÚ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 142.211,33;R$ 142.211,33;R$ 142.211,33;VALOR REFERENTE AO REPASSE DA 11ª MEDIÇÃO DOS SERVIÇOS DE REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE DO HOSPITAL MUNICIPAL DR. JOÃO ELÍSIO DE HOLANDA, MUNICÍPIO DE MARACANAÚ, CORRESPONDENTE AO PT 0375348-16 DA CAIXA ECONÔMICA FEDERAL, CONVÊNIO N.º 768783, DO MINISTÉRIO DA SAÚDE.
