Título;Cód. empresa;Empresa;Documento;Nº documento;Data emissão;Cód. cliente;Cliente;Origem;Inadimplente;SPC;Serasa;Subjudice;Taxa administrativa;Seguro;Valor a receber;Valor baixado;Valor líquido;Valor total;Observação
1086;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1185;24/05/2024;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 291.728,29;R$ 291.728,29;R$ 291.728,29;REFERENTE A 1° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE BLOCO COM QUATRO SALAS NO CAMPUS TABULEIRO DO NORTE DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. (PROJETO BÁSICO 5755893). CONTRATO DE OBRA DE ENGENHARIA Nº 07/2024. PROCESSO Nº 23489.000040/2024-05.
1087;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1186;24/05/2024;86;MUNICIPIO DE ASSARÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 501.047,53;R$ 501.047,53;R$ 501.047,53;4ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇOS PARA EXECUÇÃO DAS OBRAS DE CONSTRUÇÃO DE UNIDADE ESCOLAR COM 12 SALAS DE AULA COM QUADRA POLIESPORTIVA COBERTA - MODELO FNDE, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE EDUCAÇÃO DE ASSARÉ/CE.
1088;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1187;24/05/2024;77;SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 23.275,72;R$ 23.275,72;R$ 23.275,72;REFERENTE AO PAGAMENTO DE DESPESA DE EXERCÍCIO ANTERIOR DA CONSTRUÇÃO DE 01 (UM) CENTRO DE EDUCAÇÃO INFANTIL - CEI, PADRÃO IV, NO MUNICÍPIO DE CANINDÉ/CE, RELATIVO AO PERÍODO DE 8ª 21/03/2023 - 20/04/2023, 9ª 21/04/2023 - 20/05/2023, 10ª 21/05/2023 - 20/06/2023, 11ª 21/06/2023 - 20/07/2023. CONFORME CONTRATO Nº 60/2022
1089;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1188;24/05/2024;90;MUNICIPIO DE SOBRAL;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 197.736,14;R$ 197.736,14;R$ 197.736,14;REFERENTE A 21° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE ESCOLA VERTICAL, 12 SALAS, NO BAIRRO ALTO DA BRASILIA, NO MUNICÍPIO DE DE SOBRAL / CE. PERÍODO DE: 01/04/2024 - 30/04/2024. CONTRATO Nº 0094 / 2022 - SME. CONCORRÊNCIA PÚBLICA Nº CP22003 - SME.
1090;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1189;24/05/2024;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 112.229,99;R$ 112.229,99;R$ 112.229,99;REFERENTE A 1° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OBRA DE ENGENHARIA, NA CONSTRUÇÃO DE EDIFICAÇÕES ENVOLVENDO OS TIPOS ALVENARIA E/OU LIGHT STEEL FRAME, PARA O IFCE CAMPUS MORADA NOVA. (PROJETO BÁSICO 5390108). CONTRATO DE OBRA DE ENGENHARIA Nº 03/2024. PROCESSO Nº 23486.001039/2023-39.
1091;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1190;28/05/2024;86;MUNICIPIO DE ASSARÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 230.791,41;R$ 230.791,41;R$ 230.791,41;27ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇOS DE ENGENHARIA PARA A EXECUÇÃO DAS OBRAS DE REFORMA E AMPLIAÇÃO DO HOSPITAL GERAL NOSSA SENHORA DAS DORES DO MUNICÍPIO DE ASSARÉ/CE.
1092;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1191;28/05/2024;86;MUNICIPIO DE ASSARÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 118.453,35;R$ 118.453,35;R$ 118.453,35;28ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇOS DE ENGENHARIA PARA A EXECUÇÃO DAS OBRAS DE REFORMA E AMPLIAÇÃO DO HOSPITAL GERAL NOSSA SENHORA DAS DORES DO MUNICÍPIO DE ASSARÉ/CE.
1093;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1192;03/06/2024;86;MUNICIPIO DE ASSARÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 85.797,55;R$ 85.797,55;R$ 85.797,55;4ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇOS PARA A EXECUÇÃO DAS OBRAS DE RECUPERAÇÃO DO MATADOURO PÚBLICO MUNICIPAL, ATRAVÉS DA SECRETARIA DE INFRAESTRUTURA DE ASSARÉ/CE. TOMADA DE PREÇOS Nº 2023.03.03.1.
1094;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1193;04/06/2024;86;MUNICIPIO DE ASSARÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 257.643,22;R$ 257.643,22;R$ 257.643,22;29ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇOS DE ENGENHARIA PARA A EXECUÇÃO DAS OBRAS DE REFORMA E AMPLIAÇÃO DO HOSPITAL GERAL NOSSA SENHORA DAS DORES DO MUNICÍPIO DE ASSARÉ/CE.
1095;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1194;05/06/2024;82;PREFEITURA MUNICIPAL DE PARAIPABA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 202.909,49;R$ 202.909,49;R$ 202.909,49;REFERENTE A 8° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE REFORMA E AMPLIAÇÃO DA EMEIF FRANCISCO CIPRIANO MOREIRA NO MUNICÍPIO DE PARAIPABA-CE. CONTRATO Nº 2023.02.28.01. CONCORRÊNCIA Nº 005.2022.
1096;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1195;05/06/2024;96;DEPARTAMENTO DE POLICIA RODOVIÁRIA FEDERAL;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 40.189,89;R$ 40.189,89;R$ 40.189,89;REFERENTE A 4ª MEDIÇÃO DO OBJETO: CONSTRUÇÃO DA UNIDADE OPERACIONAL DA POLÍCIA RODOVIÁRIA FEDERAL EM POCINHOS / PB. VALOR MEDIDO R$ 40.189,89 (PREÇOS UNITÁRIOS DA PROPOSTA ORIGINAL R$ 78.826,72) E R$ 5.657,47 (CORREÇÃO MONETÁRIA CONFORME TERMO DE APOSTILAMENTO 13 - SEI Nº 53039614 (7,1771%). EM ATENÇÃO À DETERMINAÇÃO CONTIDA NA NOTA TÉCNICA 32 (SEI Nº 56824512), RETER R$ 44.294,30 POR VALORES PAGOS A MAIOR. CONTRATO Nº 78 / 2022. PROCESSO Nº 08650.037267/2022-23.
1097;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1196;19/06/2024;77;SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 63.429,91;R$ 63.429,91;R$ 63.429,91;REFERENTE AO PAGAMENTO DOS REAJUSTES CONTRATUAL DAS 9ª, 10º, 14º E 17º MEDIÇÕES DA CONSTRUÇÃO DE 01 (UM) CENTRO DE EDUCAÇÃO INFANTIL - CEI, PADRÃO IV, NO MUNICÍPIO DE CASCAVEL - CE. RELATIVO AOS PERÍODOS DE 21/08/2022 À 20/09/2022, 21/09/2022 À 20/10/2022, 21/01/2023 À 20/02/2023, 21/05/2023 À 20/06/2023. CONFORME CONTRATO 114/2021.
1098;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1197;19/06/2024;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 77.796,27;R$ 77.796,27;R$ 77.796,27;"1ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO PREVENTIVA E CORRETIVA DAS SUBESTAÇÕES DO IFCE - GRUPO 04 - CAMPUS IGUATU. ""SERVIÇO DE EXECUÇÃO PRENTIVA"" CONTRATO Nº 32 / 2023. PROCESSO Nº 23255.001512/2023-00."
1099;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1198;19/06/2024;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 43.619,53;R$ 43.619,53;R$ 43.619,53;"1ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO PREVENTIVA E CORRETIVA DAS SUBESTAÇÕES DO IFCE - GRUPO 02 - CAMPUS ITAPIPOCA. ""SERVIÇO DE EXECUÇÃO PRENTIVA"" CONTRATO Nº 30 / 2023. PROCESSO Nº 23255.001512/2023-00."
1100;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1200;19/06/2024;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 210.006,03;R$ 210.006,03;R$ 210.006,03;REFERENTE A 3° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OBRA DE ENGENHARIA, NA CONSTRUÇÃO DE EDIFICAÇÕES ENVOLVENDO OS TIPOS ALVENARIA E/OU LIGHT STEEL FRAME, PARA O IFCE CAMPUS CRATEÚS. (PROJETO BÁSICO 5390108). CONTRATO DE OBRA DE ENGENHARIA Nº 05/2024. PROCESSO Nº 23293.000074/2024-89.
1104;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1199;19/06/2024;90;MUNICIPIO DE SOBRAL;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 95.298,86;R$ 95.298,86;R$ 95.298,86;REFERENTE A 22° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE ESCOLA VERTICAL, 12 SALAS, NO BAIRRO ALTO DA BRASILIA, NO MUNICÍPIO DE DE SOBRAL / CE. PERÍODO DE: 01/05/2024 - 31/05/2024. CONTRATO Nº 0094 / 2022 - SME. CONCORRÊNCIA PÚBLICA Nº CP22003 - SME.
1101;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1201;20/06/2024;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.582,00;R$ 1.582,00;R$ 1.582,00;"2ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA DE MANUTENÇÃO PREVENTIVA E CORRETIVA DAS SUBESTAÇÕES DO IFCE - GRUPO 03 - CAMPUS QUIXADÁ. ""SERVIÇO DE EXECUÇÃO EMERGENCIAL"" CONTRATO Nº 31 / 2023. PROCESSO Nº 23255.001512/2023-00."
1102;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1202;21/06/2024;95;DISTRITO SANITARIO ESPECIAL INDIGENA CEARA - DSEI/CE;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 92.022,87;R$ 92.022,87;R$ 92.022,87;REFERENTE A 2° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DA EMPRESA ESPECIALIZADA NA EXECUÇÃO DA CONSTRUÇÃO DA UNIDADE BÁSICA DE SAÚDE INDÍGENA TIPO III NA ALDEIA VILA VITORIA EM CRATEÚS/CE. CONTRATO Nº 22/2023. PROCESSO Nº 25044.000935/2019-29.
1103;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1203;21/06/2024;87;FUNDO MUNICIPAL DE EDUCACAO - INFRAESTRUTURA - FME-I;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 251.469,75;R$ 251.469,75;R$ 251.469,75;REFERENTE A 18ª MEDIÇÃO - REALIZADA NO PERÍODO DE 01/01/2024 À 31/01/2024 - OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DAS OBRAS DE REFORMA DAS ESCOLAS MUNICIPAIS ? E.M. JOSEFA BARROS DE ALENCAR E E.M. JOSÉ ALCIDES PINTO, NOS BAIRROS MESSEJANA E BONSUCESSO, ESPECTIVAMENTE, NO MUNICÍPIO DE FORTALEZA.. (Lote 01). MAPPFOR: 10 - REFORMA E AMPLIAÇÃO DO PARQUE ESCOLAR. CONTRATO Nº 15/2022 ? FME-I - RDC PRESENCIAL Nº 027/2022.
1105;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1204;21/06/2024;87;FUNDO MUNICIPAL DE EDUCACAO - INFRAESTRUTURA - FME-I;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13.589,61;R$ 13.589,61;R$ 13.589,61;REFERENTE AO REAJUSTE DA 18ª MEDIÇÃO - REALIZADA NO PERÍODO DE 01/01/2024 À 31/01/2024 - OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DAS OBRAS DE REFORMA DAS ESCOLAS MUNICIPAIS  E.M. JOSEFA BARROS DE ALENCAR E E.M. JOSÉ ALCIDES PINTO, NOS BAIRROS MESSEJANA E BONSUCESSO, ESPECTIVAMENTE, NO MUNICÍPIO DE FORTALEZA.. (Lote 01). MAPPFOR: 10 - REFORMA E AMPLIAÇÃO DO PARQUE ESCOLAR. CONTRATO Nº 15/2022  FME-I - RDC PRESENCIAL Nº 027/2022.
1106;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1205;21/06/2024;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 121.980,27;R$ 121.980,27;R$ 121.980,27;REFERENTE A 2° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE BLOCO COM QUATRO SALAS NO CAMPUS TABULEIRO DO NORTE DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. (PROJETO BÁSICO 5755893). CONTRATO DE OBRA DE ENGENHARIA Nº 07/2024.
1107;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1206;25/06/2024;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 273.278,77;R$ 273.278,77;R$ 273.278,77;REFERENTE A 2° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OBRA DE ENGENHARIA, NA CONSTRUÇÃO DE EDIFICAÇÕES ENVOLVENDO OS TIPOS ALVENARIA E/OU LIGHT STEEL FRAME, PARA O IFCE CAMPUS MORADA NOVA. (PROJETO BÁSICO 5390108). CONTRATO DE OBRA DE ENGENHARIA Nº 03/2024. PROCESSO Nº 23486.001039/2023-39.
1108;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1207;25/06/2024;86;MUNICIPIO DE ASSARÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 115.622,71;R$ 115.622,71;R$ 115.622,71;5ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇOS PARA A EXECUÇÃO DAS OBRAS DE RECUPERAÇÃO DO MATADOURO PÚBLICO MUNICIPAL, ATRAVÉS DA SECRETARIA DE INFRAESTRUTURA DE ASSARÉ/CE. TOMADA DE PREÇOS Nº 2023.03.03.1.
1109;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1208;26/06/2024;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 109.873,15;R$ 109.873,15;R$ 109.873,15;REFERENTE A 2° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DA OBRA DE ENGENHARIA PARA CONSTRUÇÃO DA UNIDADE DE ALIMENTAÇÃO NUTRICIONAL NO CAMPUS ACARAU. CONTRATO DE OBRA DE ENGENHARIA Nº 13/2024. PROCESSO Nº 23255.001689/2023-06.
1110;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1209;26/06/2024;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 168.774,85;R$ 168.774,85;R$ 168.774,85;REFERENTE A 3° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE BLOCO COM QUATRO SALAS NO CAMPUS CAMOCIM DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. (PROJETO BÁSICO 5762507). CONTRATO DE OBRA DE ENGENHARIA Nº 06/2024. PROCESSO Nº 23486.001039/2023-39.
1111;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1210;26/06/2024;93;UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA - UNILAB;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 344.230,93;R$ 344.230,93;R$ 344.230,93;REFERENTE A 3° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE SERVIÇOS COMUNS DE ENGENHARIA DE EMPRESA ESPECIALIZADA PARA A OBRA DE CONSTRUÇÃO DOS BLOCOS ANEXOS DO CAMPUS DOS MALÊS. PERÍODO DE 01 / 05 /2024 À 31 / 05 / 2024. CONTRATO Nº 16/2023. PROCESSO Nº 23804.000809/2023-86.
1112;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1211;26/06/2024;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 33.171,03;R$ 33.171,03;R$ 33.171,03;REFERENTE A MEDIÇÃO DO ADITIVO CONTRATUAL DO OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OBRA DE ENGENHARIA, NA CONSTRUÇÃO DE EDIFICAÇÕES ENVOLVENDO OS TIPOS ALVENARIA E/OU LIGHT STEEL FRAME, PARA O IFCE CAMPUS CRATEÚS. (PROJETO BÁSICO 5390108). CONTRATO DE OBRA DE ENGENHARIA Nº 05/2024. PROCESSO Nº 23293.000074/2024-89.
1113;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1213;28/06/2024;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 124.641,07;R$ 124.641,07;R$ 124.641,07;REFERENTE A 1° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE BLOCO COM QUATRO SALAS NO CAMPUS UBAJARA DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. (PROJETO BÁSICO 5753995). CONTRATO DE OBRA DE ENGENHARIA Nº 02/2024. PROCESSO Nº 23492.000024/2024-55.
1128;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;REC;12514;01/07/2024;69;AJUSTE DE CAIXA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 275,25;R$ 275,25;R$ 275,25;TÍTULO CRIADO PARA AGUARDAR O ESTORNO REF. AO VALOR QUE FOI PAGO A MAIOR NO PEDIDO 12514
1130;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;REC;12532;01/07/2024;69;AJUSTE DE CAIXA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 275,25;R$ 275,25;R$ 275,25;TÍTULO CRIADO PARA AGUARDAR O ESTORNO REF. AO VALOR QUE FOI PAGO A MAIOR NO PEDIDO 12532
1114;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1215;02/07/2024;6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 121.492,38;R$ 121.492,38;R$ 121.492,38;REFERENTE A 1° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA PARA CONSTRUÇÃO DE BLOCO COM QUATRO SALAS NO CAMPUS MARACANAÚ DO IFCE NO SISTEMA CONSTRUTIVO STEEL FRAME. (PROJETO BÁSICO 5762930). CONTRATO DE OBRA DE ENGENHARIA Nº 04/2024. PROCESSO Nº 23259.000195/2024-47.
1118;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1217;03/07/2024;86;MUNICIPIO DE ASSARÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 437.353,38;R$ 437.353,38;R$ 437.353,38;30ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇOS DE ENGENHARIA PARA A EXECUÇÃO DAS OBRAS DE REFORMA E AMPLIAÇÃO DO HOSPITAL GERAL NOSSA SENHORA DAS DORES DO MUNICÍPIO DE ASSARÉ/CE.
1119;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1216;03/07/2024;86;MUNICIPIO DE ASSARÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 514.730,40;R$ 514.730,40;R$ 514.730,40;5ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇOS PARA EXECUÇÃO DAS OBRAS DE CONSTRUÇÃO DE UNIDADE ESCOLAR COM 12 SALAS DE AULA COM QUADRA POLIESPORTIVA COBERTA - MODELO FNDE, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE EDUCAÇÃO DE ASSARÉ/CE.
1116;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1218;05/07/2024;95;DISTRITO SANITARIO ESPECIAL INDIGENA CEARA - DSEI/CE;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 245.780,28;R$ 245.780,28;R$ 245.780,28;REFERENTE A 3° MEDIÇÃO DO OBJETO: CONTRATAÇÃO DA EMPRESA ESPECIALIZADA NA EXECUÇÃO DA CONSTRUÇÃO DA UNIDADE BÁSICA DE SAÚDE INDÍGENA TIPO III NA ALDEIA VILA VITORIA EM CRATEÚS/CE. CONTRATO Nº 22/2023. PROCESSO Nº 25044.000935/2019-29.
1117;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1219;10/07/2024;96;DEPARTAMENTO DE POLICIA RODOVIÁRIA FEDERAL;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 202.015,89;R$ 202.015,89;R$ 202.015,89;REFERENTE A 5ª MEDIÇÃO DO OBJETO: CONSTRUÇÃO DA UNIDADE OPERACIONAL DA POLÍCIA RODOVIÁRIA FEDERAL EM POCINHOS / PB. VALOR MEDIDO R$ 202.015,89 (PREÇOS UNITÁRIOS DA PROPOSTA ORIGINAL R$ 188.487,92) E R$ 13.527,97 (CORREÇÃO MONETÁRIA CONFORME TERMO DE APOSTILAMENTO 13 - SEI Nº 53039614 (7,1771%). CONTRATO Nº 78 / 2022. PROCESSO Nº 08650.037267/2022-23.
1120;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1220;11/07/2024;77;SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 444.809,78;R$ 444.809,78;R$ 444.809,78;REFERENTE AO PAGAMENTO DA 19ª MEDIÇÃO DA CONSTRUÇÃO DE 01 (UM) CENTRO DE EDUCAÇÃO INFANTIL - CEI - PADRÃO IV, NO MUNICÍPIO DE CANINDÉ/CE. RELATIVO AO PERÍODO DE 21/02/2024 a 20/03/2024. CONFORME CONTRATO Nº 060/2022.
1121;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1221;15/07/2024;86;MUNICIPIO DE ASSARÉ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 295.624,75;R$ 295.624,75;R$ 295.624,75;6ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇOS PARA EXECUÇÃO DAS OBRAS DE CONSTRUÇÃO DE UNIDADE ESCOLAR COM 12 SALAS DE AULA COM QUADRA POLIESPORTIVA COBERTA - MODELO FNDE, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE EDUCAÇÃO DE ASSARÉ/CE.
1122;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;1222;18/07/2024;81;MUNICIPIO DE SENADOR POMPEU - SECRETARIA DE EDUCAÇÃO, CULTURA E DESPORTO;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 356.976,44;R$ 356.976,44;R$ 356.976,44;9ª MEDIÇÃO - OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A CONSTRUÇÃO DE UM GALPÃO INDUSTRIAL NO MUNICÍPIO DE SENADOR POMPEU-CE, ATRAVÉS DA SECRETARIA DE INFRAESTRUTURA, DESTE MUNICÍPIO. CONTRATO N° SI-CP001/2022-01. CONCORRÊNCIA Nº SI´CP001/2022.
